,id,title,authors,year_published
5157,20162600,The volatility of the amygdala response to masked fearful eyes.,"Straube T, Dietrich C, Mothes-Lasch M, Mentzel HJ, Miltner WH",2010
5158,20162603,Interest in politics modulates neural activity in the amygdala and ventral striatum.,"Gozzi M, Zamboni G, Krueger F, Grafman J",2010
5159,20162604,Parkinson's disease and healthy aging: independent and interacting effects on action selection.,"Hughes LE, Barker RA, Owen AM, Rowe JB",2010
5160,20162605,Fronto-cingulate effective connectivity in obsessive compulsive disorder: a study with fMRI and dynamic causal modeling.,"Schlosser RG, Wagner G, Schachtzabel C, Peikert G, Koch K, Reichenbach JR, Sauer H",2010
5161,20162606,Decreased neuronal activity in reward circuitry of pathological gamblers during processing of personal relevant stimuli.,"de Greck M, Enzi B, Prosch U, Gantman A, Tempelmann C, Northoff G",2010
5162,20164350,Distinct functional contributions of primary sensory and association areas to audiovisual integration in object categorization.,"Werner S, Noppeney U",2010
5163,20164352,EEG measures index neural and cognitive recovery from sleep deprivation.,"Mander BA, Reid KJ, Baron KG, Tjoa T, Parrish TB, Paller KA, Gitelman DR, Zee PC",2010
5164,20164353,Hippocampal gamma oscillations increase with memory load.,"van Vugt MK, Schulze-Bonhage A, Litt B, Brandt A, Kahana MJ",2010
5165,20167205,Effect of immunomodulatory medication on regional gray matter loss in relapsing-remitting multiple sclerosis--a longitudinal MRI study.,"Bendfeldt K, Egger H, Nichols TE, Loetscher P, Denier N, Kuster P, Traud S, Mueller-Lenke N, Naegelin Y, Gass A, Kappos L, Radue EW, Borgwardt SJ",2010
5166,20167415,Common neural systems associated with the recognition of famous faces and names:  an event-related fMRI study.,"Nielson KA, Seidenberg M, Woodard JL, Durgerian S, Zhang Q, Gross WL, Gander A, Guidotti LM, Antuono P, Rao SM",2010
5167,20169080,Primary and secondary rewards differentially modulate neural activity dynamics during working memory.,"Beck SM, Locke HS, Savine AC, Jimura K, Braver TS",2010
5168,20170692,Cerebral activation associated with speech sound discrimination during the diotic listening task: an fMRI study.,"Ikeda Y, Yahata N, Takahashi H, Koeda M, Asai K, Okubo Y, Suzuki H",2010
5169,20171288,Lapsing when sleep deprived: neural activation characteristics of resistant and vulnerable individuals.,"Chee MW, Tan JC",2010
5170,20171291,Separating distinct aspects of the voluntary selection between response alternatives: N2- and P3-related BOLD responses.,"Karch S, Feuerecker R, Leicht G, Meindl T, Hantschk I, Kirsch V, Ertl M, Lutz J, Pogarell O, Mulert C",2010
5171,20171727,Representation of the speech effectors in the human motor cortex: somatotopy or overlap?,"Takai O, Brown S, Liotti M",2010
5172,20176690,Studying the role of human parietal cortex in visuospatial attention with concurrent TMS-fMRI.,"Blankenburg F, Ruff CC, Bestmann S, Bjoertomt O, Josephs O, Deichmann R, Driver J",2010
5173,20177767,Quantitative analysis of asymmetrical cortical activity based on power spectrum changes.,"Zhang J, Chen H, Fang F, Liao W",2010
5174,20179758,Women with a history of childhood maltreatment exhibit more activation in association areas following non-traumatic olfactory stimuli: a fMRI study.,"Croy I, Schellong J, Gerber J, Joraschky P, Iannilli E, Hummel T",2010
5175,20181590,The inferior parietal lobule and recognition memory: expectancy violation or successful retrieval?,"O'Connor AR, Han S, Dobbins IG",2010
5176,20181737,"An ""as soon as possible"" effect in human intertemporal decision making: behavioral evidence and neural mechanisms.","Kable JW, Glimcher PW",2010
5177,20184959,Premotor cortex mediates perceptual performance.,"Callan D, Callan A, Gamez M, Sato MA, Kawato M",2010
5178,20188182,Love hurts: an fMRI study.,"Cheng Y, Chen C, Lin CP, Chou KH, Decety J",2010
5179,20188184,Action selection: a race model for selected and non-selected actions distinguishes the contribution of premotor and prefrontal areas.,"Rowe JB, Hughes L, Nimmo-Smith I",2010
5180,20188190,'Do I like this person?' A network analysis of midline cortex during a social preference task.,"Chen AC, Welsh RC, Liberzon I, Taylor SF",2010
5181,20188191,Conflict and inhibition differentially affect the N200/P300 complex in a combined go/nogo and stop-signal task.,"Enriquez-Geppert S, Konrad C, Pantev C, Huster RJ",2010
5182,20188516,Altered activation and functional connectivity of neural systems supporting cognitive control of emotion in psychosis proneness.,"Modinos G, Ormel J, Aleman A",2010
5183,20188768,Performance degradation and altered cerebral activation during dual performance:  evidence for a bottom-up attentional system.,"Gazes Y, Rakitin BC, Steffener J, Habeck C, Butterfield B, Ghez C, Stern Y",2010
5184,20188841,Effects of age and sex on developmental neural networks of visual-spatial attention allocation.,"Rubia K, Hyde Z, Halari R, Giampietro V, Smith A",2010
5185,20189356,Switching schizophrenia patients from typical neuroleptics to aripiprazole: effects on working memory dependent functional activation.,"Schlagenhauf F, Dinges M, Beck A, Wustenberg T, Friedel E, Dembler T, Sarkar R, Wrase J, Gallinat J, Juckel G, Heinz A",2010
5186,20190005,"The ventral and inferolateral aspects of the anterior temporal lobe are crucial in semantic memory: evidence from a novel direct comparison of distortion-corrected fMRI, rTMS, and semantic dementia.","Binney RJ, Embleton KV, Jefferies E, Parker GJ, Ralph MA",2010
5187,20194512,The changing face of emotion: age-related patterns of amygdala activation to salient faces.,"Todd RM, Evans JW, Morris D, Lewis MD, Taylor MJ",2011
5188,20194514,Neural correlates of recognition memory for emotional faces and scenes.,"Keightley ML, Chiew KS, Anderson JA, Grady CL",2011
5189,20194515,From moral to legal judgment: the influence of normative context in lawyers and other academics.,"Schleim S, Spranger TM, Erk S, Walter H",2011
5190,20194687,The emergence of explicit memory during learning.,"Rose M, Haider H, Buchel C",2010
5191,20195575,Interleaved transcranial magnetic stimulation and fMRI suggests that lamotrigine  and valproic acid have different effects on corticolimbic activity.,"Li X, Ricci R, Large CH, Anderson B, Nahas Z, Bohning DE, George MS",2010
5192,20195849,Hippocampal contribution to early and later stages of implicit motor sequence learning.,"Gheysen F, Van Opstal F, Roggeman C, Van Waelvelde H, Fias W",2010
5193,20197097,Comparison of the disparity between Talairach and MNI coordinates in functional neuroimaging data: validation of the Lancaster transform.,"Laird AR, Robinson JL, McMillan KM, Tordesillas-Gutierrez D, Moran ST, Gonzales SM, Ray KL, Franklin C, Glahn DC, Fox PT, Lancaster JL",2010
5194,20197287,Religious beliefs influence neural substrates of self-reflection in Tibetans.,"Wu Y, Wang C, He X, Mao L, Zhang L",2010
5195,20200121,Human medial orbitofrontal cortex is recruited during experience of imagined and  real rewards.,"Bray S, Shimojo S, O'Doherty JP",2010
5196,20201630,The magnitude representation of small and large symbolic numbers in the left and  right hemisphere: an event-related fMRI study.,"Notebaert K, Nelis S, Reynvoet B",2011
5197,20201631,Dissociating linguistic and task-related activity in the left inferior frontal gyrus.,"Wright P, Randall B, Marslen-Wilson WD, Tyler LK",2011
5198,20203139,The trait of sensory processing sensitivity and neural responses to changes in visual scenes.,"Jagiellowicz J, Xu X, Aron A, Aron E, Cao G, Feng T, Weng X",2011
5199,20203176,Striatal activity during intentional switching depends on pattern stability.,"De Luca C, Jantzen KJ, Comani S, Bertollo M, Kelso JA",2010
5200,20203180,Striatal prediction error modulates cortical coupling.,"den Ouden HE, Daunizeau J, Roiser J, Friston KJ, Stephan KE",2010
5201,20203196,Audiovisual functional magnetic resonance imaging adaptation reveals multisensory integration effects in object-related sensory cortices.,"Doehrmann O, Weigelt S, Altmann CF, Kaiser J, Naumer MJ",2010
5202,20203206,Error effects in anterior cingulate cortex reverse when error likelihood is high.,"Jessup RK, Busemeyer JR, Brown JW",2010
5203,20203214,Internal and external features of the face are represented holistically in face-selective regions of visual cortex.,"Andrews TJ, Davies-Thompson J, Kingstone A, Young AW",2010
5204,20205244,The envious brain: the neural basis of social comparison.,"Dvash J, Gilam G, Ben-Ze'ev A, Hendler T, Shamay-Tsoory SG",2010
5205,20205246,Cortical activation by tactile stimulation to face and anterior neck areas: an fMRI study with three analytic methods.,"Lin CC, Sun YN, Huang CI, Yu CY, Ju MS",2010
5206,20205248,Electrophysiology meets fMRI: neural correlates of the startle reflex assessed by simultaneous EMG-fMRI data acquisition.,"Neuner I, Stocker T, Kellermann T, Ermer V, Wegener HP, Eickhoff SB, Schneider F, Shah NJ",2010
5207,20206151,Longitudinal characterization of white matter maturation during adolescence.,"Bava S, Thayer R, Jacobus J, Ward M, Jernigan TL, Tapert SF",2010
5208,20206641,Altered connectivity between prefrontal and sensorimotor cortex in conversion paralysis.,"de Lange FP, Toni I, Roelofs K",2010
5209,20207691,Emotional complexity and the neural representation of emotion in motion.,"Tavares P, Barnard PJ, Lawrence AD",2011
5210,20207692,Feeling anxious: anticipatory amygdalo-insular response predicts the feeling of anxious anticipation.,"Carlson JM, Greenberg T, Rubin D, Mujica-Parodi LR",2011
5211,20211739,The effect of stimulus context on pitch representations in the human auditory cortex.,"Garcia D, Hall DA, Plack CJ",2010
5212,20219248,Fronto-striatal correlates of impaired implicit sequence learning in major depression: an fMRI study.,"Naismith SL, Lagopoulos J, Ward PB, Davey CG, Little C, Hickie IB",2010
5213,20219991,The relationship of lyrics and tunes in the processing of unfamiliar songs: a functional magnetic resonance adaptation study.,"Sammler D, Baird A, Valabregue R, Clement S, Dupont S, Belin P, Samson S",2010
5214,20219998,Right hemisphere dominance during spatial selective attention and target detection occurs outside the dorsal frontoparietal network.,"Shulman GL, Pope DL, Astafiev SV, McAvoy MP, Snyder AZ, Corbetta M",2010
5215,20220020,Dissociation within the frontoparietal network in verbal working memory: a parametric functional magnetic resonance imaging study.,"Champod AS, Petrides M",2010
5216,20225220,Predicting and memorizing observed action: differential premotor cortex involvement.,"Stadler W, Schubotz RI, von Cramon DY, Springer A, Graf M, Prinz W",2011
5217,20225221,Basal ganglia hypoactivity during grip force in drug naive Parkinson's disease.,"Spraker MB, Prodoehl J, Corcos DM, Comella CL, Vaillancourt DE",2010
5218,20225278,fMRI study of mesial temporal lobe epilepsy using amplitude of low-frequency fluctuation analysis.,"Zhang Z, Lu G, Zhong Y, Tan Q, Chen H, Liao W, Tian L, Li Z, Shi J, Liu Y",2010
5219,20226767,Brain activation evidence for response conflict in the exclude recognition task.,"Schumacher EH, Seymour TL, Schwarb H",2010
5220,20226769,Temporal pole activity during understanding other persons' mental states correlates with neuroticism trait.,"Jimura K, Konishi S, Asari T, Miyashita Y",2010
5221,20226773,Mental representations of action: the neural correlates of the verbal and motor components.,"Peran P, Demonet JF, Cherubini A, Carbebat D, Caltagirone C, Sabatini U",2010
5222,20226799,Neural correlates of using distancing to regulate emotional responses to social situations.,"Koenigsberg HW, Fan J, Ochsner KN, Liu X, Guise K, Pizzarello S, Dorantes C, Tecuta L, Guerreri S, Goodman M, New A, Flory J, Siever LJ",2010
5223,20227250,Bilateral functional asymmetry disparity in positive and negative schizophrenia revealed by resting-state fMRI.,"Ke M, Zou R, Shen H, Huang X, Zhou Z, Liu Z, Xue Z, Hu D",2010
5224,20227458,Task-dependent neural correlates of the processing of verbal threat-related stimuli in social phobia.,"Schmidt S, Mohr A, Miltner WH, Straube T",2010
5225,20227857,"fMRI abnormalities in dorsolateral prefrontal cortex during a working memory task in manic, euthymic and depressed bipolar subjects.","Townsend J, Bookheimer SY, Foland-Ross LC, Sugar CA, Altshuler LL",2010
5226,20228138,The power of charisma--perceived charisma inhibits the frontal executive network  of believers in intercessory prayer.,"Schjoedt U, Stodkilde-Jorgensen H, Geertz AW, Lund TE, Roepstorff A",2011
5227,20230935,rTMS for the treatment of tinnitus: the role of neuronavigation for coil positioning.,"Langguth B, Kleinjung T, Landgrebe M, de Ridder D, Hajak G",2010
5228,20231266,On the role of object information in action observation: an fMRI study.,"Bach P, Peelen MV, Tipper SP",2010
5229,20236763,Chronic myofascial temporomandibular pain is associated with neural abnormalities in the trigeminal and limbic systems.,"Younger JW, Shen YF, Goddard G, Mackey SC",2010
5230,20236805,Temperament at 5 years of age predicts amygdala and orbitofrontal volume in the right hemisphere in adolescence.,"Hill SY, Tessner K, Wang S, Carter H, McDermott M",2010
5231,20298791,Auditory temporal expectations modulate activity in visual cortex.,"Bueti D, Macaluso E",2010
5232,20298792,Increased functional brain response during word retrieval in cognitively intact older adults at genetic risk for Alzheimer's disease.,"Wierenga CE, Stricker NH, McCauley A, Simmons A, Jak AJ, Chang YL, Delano-Wood L, Bangen KJ, Salmon DP, Bondi MW",2010
5233,20300627,The neural correlates of visuospatial perceptual and oculomotor extrapolation.,"Tibber M, Saygin AP, Grant S, Melmoth D, Rees G, Morgan M",2010
5234,20300635,Cerebral asymmetries: complementary and independent processes.,"Badzakova-Trajkov G, Haberling IS, Roberts RP, Corballis MC",2010
5235,20300735,Altered parahippocampal functioning in cannabis users is related to the frequency of use.,"Becker B, Wagner D, Gouzoulis-Mayfrank E, Spuentrup E, Daumann J",2010
5236,20302914,Functional connectivity in fronto-subcortical circuitry during the resting state  in obsessive-compulsive disorder.,"Jang JH, Kim JH, Jung WH, Choi JS, Jung MH, Lee JM, Choi CH, Kang DH, Kwon JS",2010
5237,20302946,Decreased activation of lateral orbitofrontal cortex during risky choices under uncertainty is associated with disadvantageous decision-making and suicidal behavior.,"Jollant F, Lawrence NS, Olie E, O'Daly O, Malafosse A, Courtet P, Phillips ML",2010
5238,20302947,Brain activity during bladder filling is related to white matter structural changes in older women with urinary incontinence.,"Tadic SD, Griffiths D, Murrin A, Schaefer W, Aizenstein HJ, Resnick NM",2010
5239,20302951,Recomposing a fragmented literature: how conditional and relational arguments engage different neural systems for deductive reasoning.,"Prado J, Van Der Henst JB, Noveck IA",2010
5240,20303070,No neural evidence of statistical learning during exposure to artificial languages in children with autism spectrum disorders.,"Scott-Van Zeeland AA, McNealy K, Wang AT, Sigman M, Bookheimer SY, Dapretto M",2010
5241,20303408,Dissociable responses to punishment in distinct striatal regions during reversal  learning.,"Robinson OJ, Frank MJ, Sahakian BJ, Cools R",2010
5242,20304477,The effect of semantic relatedness on syntactic analysis: An fMRI study.,"Newman SD, Ikuta T, Burns T Jr",2010
5243,20307505,Neural correlates of forgiveness for moral transgressions involving deception.,"Hayashi A, Abe N, Ueno A, Shigemune Y, Mori E, Tashiro M, Fujii T",2010
5244,20335470,Encoding of temporal probabilities in the human brain.,"Bueti D, Bahrami B, Walsh V, Rees G",2010
5245,20335485,Scaling of neural responses to visual and auditory motion in the human cerebellum.,"Baumann O, Mattingley JB",2010
5246,20336280,Linear increases in BOLD response associated with increasing proportion of incongruent trials across time in a colour Stroop task.,Mitchell RL,2010
5247,20336653,Enhanced neural activity in frontal and cerebellar circuits after cognitive training in children with attention-deficit/hyperactivity disorder.,"Hoekzema E, Carmona S, Tremols V, Gispert JD, Guitart M, Fauquet J, Rovira M, Bielsa A, Soliva JC, Tomas X, Bulbena A, Ramos-Quiroga A, Casas M, Tobena A, Vilarroya O",2010
5248,20336655,Genetic variation in G72 correlates with brain activation in the right middle temporal gyrus in a verbal fluency task in healthy individuals.,"Krug A, Markov V, Krach S, Jansen A, Zerres K, Eggermann T, Stocker T, Shah NJ, Nothen MM, Georgi A, Strohmaier J, Rietschel M, Kircher T",2011
5249,20336656,Neural correlates of the continuous Wagon Wheel Illusion: a functional MRI study.,"Reddy L, Remy F, Vayssiere N, VanRullen R",2011
5250,20336685,Dehydration affects brain structure and function in healthy adolescents.,"Kempton MJ, Ettinger U, Foster R, Williams SC, Calvert GA, Hampshire A, Zelaya FO, O'Gorman RL, McMorris T, Owen AM, Smith MS",2011
5251,20336686,Anterior cingulate activity and the self in disorders of consciousness.,"Qin P, Di H, Liu Y, Yu S, Gong Q, Duncan N, Weng X, Laureys S, Northoff G",2010
5252,20336690,Frontal and parietal contributions to arithmetic fact retrieval: a parametric analysis of the problem-size effect.,"Jost K, Khader PH, Burke M, Bien S, Rosler F",2011
5253,20338244,fMRI adaptation dissociates syntactic complexity dimensions.,"Santi A, Grodzinsky Y",2010
5254,20338249,"Decomposing the neural mechanisms of visual search through model-based analysis of fMRI: top-down excitation, active ignoring and the use of saliency by the right TPJ.","Mavritsaki E, Allen HA, Humphreys GW",2010
5255,20345920,Structural and functional magnetic resonance imaging correlates of motor network  dysfunction in primary progressive multiple sclerosis.,"Ceccarelli A, Rocca MA, Valsasina P, Rodegher M, Falini A, Comi G, Filippi M",2010
5256,20346399,Distinct patterns of functional and structural neuroplasticity associated with learning Morse code.,"Schmidt-Wilcke T, Rosengarth K, Luerding R, Bogdahn U, Greenlee MW",2010
5257,20346979,Study-specific EPI template improves group analysis in functional MRI of young and older adults.,"Huang CM, Lee SH, Hsiao IT, Kuan WC, Wai YY, Ko HJ, Wan YL, Hsu YY, Liu HL",2010
5258,20347043,Functional connectivity to a right hemisphere language center in prematurely born adolescents.,"Myers EH, Hampson M, Vohr B, Lacadie C, Frost SJ, Pugh KR, Katz KH, Schneider KC, Makuch RW, Constable RT, Ment LR",2010
5259,20347045,Got it! Understanding the concept of a tool.,"Menz MM, Blangero A, Kunze D, Binkofski F",2010
5260,20347878,"Intrinsic functional connectivity of the periaqueductal gray, a resting fMRI study.","Kong J, Tu PC, Zyloney C, Su TP",2010
5261,20347995,Within- and cross-participant classifiers reveal different neural coding of information.,"Clithero JA, Smith DV, Carter RM, Huettel SA",2011
5262,20347996,Prosodic and narrative processing in American Sign Language: an fMRI study.,"Newman AJ, Supalla T, Hauser PC, Newport EL, Bavelier D",2010
5263,20350057,Effects of aging on hippocampal and anterior temporal activations during successful retrieval of memory for face-name associations.,"Tsukiura T, Sekiguchi A, Yomogida Y, Nakagawa S, Shigemune Y, Kambara T, Akitsuki Y, Taki Y, Kawashima R",2011
5264,20350171,Beyond the memory mechanism: person-selective and nonselective processes in recognition of personally familiar faces.,"Sugiura M, Mano Y, Sasaki A, Sadato N",2011
5265,20350176,Level of processing modulates the neural correlates of emotional memory formation.,"Ritchey M, LaBar KS, Cabeza R",2011
5266,20350177,Viewing one's own face being touched modulates tactile perception: an fMRI study.,"Cardini F, Costantini M, Galati G, Romani GL, Ladavas E, Serino A",2011
5267,20350179,What does the right hemisphere know about phoneme categories?,"Wolmetz M, Poeppel D, Rapp B",2011
5268,20350180,Multimodal imaging of incidental retrieval: the low route to memory.,"Kompus K, Eichele T, Hugdahl K, Nyberg L",2011
5269,20350181,The neural substrates of recognition memory for verbal information: spanning the  divide between short- and long-term memory.,"Buchsbaum BR, Padmanabhan A, Berman KF",2011
5270,20350182,Neural correlates of sublexical processing in phonological working memory.,"McGettigan C, Warren JE, Eisner F, Marshall CR, Shanmugalingam P, Scott SK",2011
5271,20350183,Task context and frontal lobe activation in the Stroop task.,"Floden D, Vallesi A, Stuss DT",2011
5272,20350184,Overrecruitment in the aging brain as a function of task demands: evidence for a  compensatory view.,"Vallesi A, McIntosh AR, Stuss DT",2011
5273,20350185,Phonological neighborhood effects in spoken word production: an fMRI study.,"Peramunage D, Blumstein SE, Myers EB, Goldrick M, Baese-Berk M",2011
5274,20350186,Role for presupplementary motor area in inhibition of cognitive set interference.,"Konishi S, Watanabe T, Jimura K, Chikazoe J, Hirose S, Kimura HM, Miyashita Y",2011
5275,20350187,From agents to objects: sexist attitudes and neural responses to sexualized targets.,"Cikara M, Eberhardt JL, Fiske ST",2011
5276,20350933,Unfair? It depends: neural correlates of fairness in social context.,"Guroglu B, van den Bos W, Rombouts SA, Crone EA",2010
5277,20351022,Self-esteem modulates medial prefrontal cortical responses to evaluative social feedback.,"Somerville LH, Kelley WM, Heatherton TF",2010
5278,20353828,"The ""visual word form area"" is involved in successful memory encoding of both words and faces.","Mei L, Xue G, Chen C, Xue F, Zhang M, Dong Q",2010
5279,20356959,How the brain handles temporally uncoupled bimanual movements.,"Meister IG, Foltys H, Gallea C, Hallett M",2010
5280,20357071,Effects of category-specific costs on neural systems for perceptual decision-making.,"Fleming SM, Whiteley L, Hulme OJ, Sahani M, Dolan RJ",2010
5281,20357121,Past experience modulates the neural mechanisms of episodic memory formation.,"Poppenk J, McIntosh AR, Craik FI, Moscovitch M",2010
5282,20357127,Functional significance of striatal responses during episodic decisions: recovery or goal attainment?,"Han S, Huettel SA, Raposo A, Adcock RA, Dobbins IG",2010
5283,20359695,Compensation and disease severity on the memory-related activations in mild cognitive impairment.,"Clement F, Belleville S",2010
5284,20359776,MRI predictors of cognitive change in a diverse and carefully characterized elderly population.,"Carmichael O, Mungas D, Beckett L, Harvey D, Tomaszewski Farias S, Reed B, Olichney J, Miller J, Decarli C",2012
5285,20359825,"Mirrored, imagined and executed movements differentially activate sensorimotor cortex in amputees with and without phantom limb pain.","Diers M, Christmann C, Koeppe C, Ruf M, Flor H",2010
5286,20362418,Factors in sensory processing of prosody in schizotypal personality disorder: an  fMRI experiment.,"Dickey CC, Morocz IA, Minney D, Niznikiewicz MA, Voglmaier MM, Panych LP, Khan U, Zacks R, Terry DP, Shenton ME, McCarley RW",2010
5287,20362598,How should I decide? The neural correlates of everyday moral reasoning.,"Sommer M, Rothmayr C, Dohnel K, Meinhardt J, Schwerdtner J, Sodian B, Hajak G",2010
5288,20362677,Determining the optimal level of smoothing in cortical thickness analysis: a hierarchical approach based on sequential statistical thresholding.,"Bernal-Rusiel JL, Atienza M, Cantero JL",2010
5289,20362682,Continuous motor sequence learning: cortical efficiency gains accompanied by striatal functional reorganization.,"Reithler J, van Mier HI, Goebel R",2010
5290,20363236,Identification of attention and cognitive control networks in a parametric auditory fMRI study.,"Westerhausen R, Moosmann M, Alho K, Belsby SO, Hamalainen H, Medvedev S, Specht K, Hugdahl K",2010
5291,20363336,Differential category learning processes: The neural basis of comparison-based learning and induction.,"Hammer R, Brechmann A, Ohl F, Weinshall D, Hochstein S",2010
5292,20363337,Functional network interactions during sensorimotor synchronization in musicians  and non-musicians.,"Krause V, Schnitzler A, Pollok B",2010
5293,20363808,What goes down must come up: role of the posteromedial cortices in encoding and retrieval.,"Vannini P, O'Brien J, O'Keefe K, Pihlajamaki M, Laviolette P, Sperling RA",2011
5294,20371815,Top-down and bottom-up attention to memory are dissociated in posterior parietal  cortex: neuroimagingand and neuropsychological evidence.,"Ciaramelli E, Grady C, Levine B, Ween J, Moscovitch M",2010
5295,20374289,Disturbed structural connectivity is related to inattention and impulsivity in adult attention deficit hyperactivity disorder.,"Konrad A, Dielentheis TF, El Masri D, Bayerl M, Fehr C, Gesierich T, Vucurevic G, Stoeter P, Winterer G",2010
5296,20375250,Neural substrates of graphomotor sequence learning: a combined FMRI and kinematic study.,"Swett BA, Contreras-Vidal JL, Birn R, Braun A",2010
5297,20378581,The neural processes underlying self-agency.,"Nahab FB, Kundu P, Gallea C, Kakareka J, Pursley R, Pohida T, Miletta N, Friedman J, Hallett M",2011
5298,20381462,Individual differences in working memory capacity and distractor processing: possible contribution of top-down inhibitory control.,"Minamoto T, Osaka M, Osaka N",2010
5299,20381584,Regional homogeneity of fMRI time series in autism spectrum disorders.,"Shukla DK, Keehn B, Muller RA",2010
5300,20382476,The representation of experimental tooth pain from upper and lower jaws in the human trigeminal pathway.,"Weigelt A, Terekhin P, Kemppainen P, Dorfler A, Forster C",2010
5301,20382643,Specialization along the left superior temporal sulcus for auditory categorization.,"Liebenthal E, Desai R, Ellingson MM, Ramachandran B, Desai A, Binder JR",2010
5302,20384781,Differential representation of dynamic and static power grip force in the sensorimotor network.,"Keisker B, Hepp-Reymond MC, Blickenstorfer A, Kollias SS",2010
5303,20385153,The neural basis of lip-reading capabilities is altered by early visual deprivation.,"Putzar L, Goerendt I, Heed T, Richard G, Buchel C, Roder B",2010
5304,20385169,Hippocampal activation during retrieval of spatial context from episodic and semantic memory.,"Hoscheidt SM, Nadel L, Payne J, Ryan L",2010
5305,20385471,Disturbed sexual dimorphism of brain activation during mental rotation in schizophrenia.,"Jimenez JA, Mancini-Marie A, Lakis N, Rinaldi M, Mendrek A",2010
5306,20392942,Emotional processing in a salient motion context: integration of motion and emotion in both V5/hMT+ and the amygdala.,"Hindi Attar C, Muller MM, Andersen SK, Buchel C, Rose M",2010
5307,20393055,Evidence of a novel somatopic map in the human neocerebellum during complex actions.,"Schlerf JE, Verstynen TD, Ivry RB, Spencer RM",2010
5308,20393066,Dissociable neural responses to hands and non-hand body parts in human left extrastriate visual cortex.,"Bracci S, Ietswaart M, Peelen MV, Cavina-Pratesi C",2010
5309,20394829,Reduced cognitive control of response inhibition by the anterior cingulate cortex in autism spectrum disorders.,"Agam Y, Joseph RM, Barton JJ, Manoach DS",2010
5310,20395549,Brain sensitivity to print emerges when children learn letter-speech sound correspondences.,"Brem S, Bach S, Kucian K, Guttorm TK, Martin E, Lyytinen H, Brandeis D, Richardson U",2010
5311,20398769,How instructions modify perception: an fMRI study investigating brain areas involved in attributing human agency.,"Stanley J, Gowen E, Miall RC",2010
5312,20398771,Neural mechanism of unconscious perception of surprised facial expression.,"Duan X, Dai Q, Gong Q, Chen H",2010
5313,20398772,Reproducibility of thalamic segmentation based on probabilistic tractography.,"Traynor C, Heckemann RA, Hammers A, O'Muircheartaigh J, Crum WR, Barker GJ, Richardson MP",2010
5314,20398773,Effects of exogenous testosterone on the ventral striatal BOLD response during reward anticipation in healthy women.,"Hermans EJ, Bos PA, Ossewaarde L, Ramsey NF, Fernandez G, van Honk J",2010
5315,20399235,When the future becomes the past: Differences in brain activation patterns for episodic memory and episodic future thinking.,"Weiler JA, Suchan B, Daum I",2010
5316,20399560,A prefrontal non-opioid mechanism in placebo analgesia.,"Petrovic P, Kalso E, Petersson KM, Andersson J, Fransson P, Ingvar M",2010
5317,20399622,"Symptom-correlated brain regions in young adults with combined-type ADHD: their organization, variability, and relation to behavioral performance.","Depue BE, Burgess GC, Willcutt EG, Bidwell LC, Ruzic L, Banich MT",2010
5318,20399796,Increased neural activation during picture encoding and retrieval in 60-year-olds compared to 20-year-olds.,"Burgmans S, van Boxtel MP, Vuurman EF, Evers EA, Jolles J",2010
5319,20399838,Multiple cognitive control mechanisms associated with the nature of conflict.,"Kim C, Chung C, Kim J",2010
5320,20400273,Voxel-based morphometry in eating disorders: correlation of psychopathology with  grey matter volume.,"Joos A, Kloppel S, Hartmann A, Glauche V, Tuscher O, Perlov E, Saum B, Freyer T, Zeeck A, Tebartz van Elst L",2010
5321,20401747,Erythropoietin modulates neural and cognitive processing of emotional information in biomarker models of antidepressant drug action in depressed patients.,"Miskowiak KW, Favaron E, Hafizi S, Inkster B, Goodwin GM, Cowen PJ, Harmer CJ",2010
5322,20403339,Instruction dependent activation during optokinetic nystagmus (OKN) stimulation:  An FMRI study at 3T.,"Kashou NH, Leguire LE, Roberts CJ, Fogt N, Smith MA, Rogers GL",2010
5323,20406690,"Multi-voxel coding of stimuli, rules, and responses in human frontoparietal cortex.","Woolgar A, Thompson R, Bor D, Duncan J",2011
5324,20410105,Brain plasticity and intellectual ability are influenced by shared genes.,"Brans RG, Kahn RS, Schnack HG, van Baal GC, Posthuma D, van Haren NE, Lepage C, Lerch JP, Collins DL, Evans AC, Boomsma DI, Hulshoff Pol HE",2010
5325,20410363,New method for fMRI investigations of language: defining ROIs functionally in individual subjects.,"Fedorenko E, Hsieh PJ, Nieto-Castanon A, Whitfield-Gabrieli S, Kanwisher N",2010
5326,20413149,Localization of sublexical speech perception components.,"Turkeltaub PE, Coslett HB",2010
5327,20413448,Neural correlates and effective connectivity of subjective colors during the Benham's top illusion: a functional MRI study.,"Tanabe HC, Sakai T, Morito Y, Kochiyama T, Sadato N",2011
5328,20413450,Automatic top-down processing explains common left occipito-temporal responses to visual words and objects.,"Kherif F, Josse G, Price CJ",2011
5329,20416863,Striatal dysfunction marks preexisting risk and medial prefrontal dysfunction is  related to problem drinking in children of alcoholics.,"Heitzeg MM, Nigg JT, Yau WY, Zucker RA, Zubieta JK",2010
5330,20417032,"Dissection of perceptual, motor and autonomic components of brain activity evoked by noxious stimulation.","Piche M, Arsenault M, Rainville P",2010
5331,20417065,In psychopathic patients emotion attribution modulates activity in outcome-related brain areas.,"Sommer M, Sodian B, Dohnel K, Schwerdtner J, Meinhardt J, Hajak G",2010
